Species	tax_id	organism_name	Genus	Family	Order	Class	Phylum	Kingdom	Domain	pathogen_status	sum	SAMPLE_1	SAMPLE_10	SAMPLE_11	SAMPLE_12	SAMPLE_13	SAMPLE_14	SAMPLE_15	SAMPLE_16	SAMPLE_17	SAMPLE_18	SAMPLE_19	SAMPLE_2	SAMPLE_20	SAMPLE_21	SAMPLE_22	SAMPLE_23	SAMPLE_24	SAMPLE_25	SAMPLE_26	SAMPLE_27	SAMPLE_28	SAMPLE_29	SAMPLE_3	SAMPLE_30	SAMPLE_31	SAMPLE_32	SAMPLE_33	SAMPLE_34	SAMPLE_35	SAMPLE_4	SAMPLE_5	SAMPLE_6	SAMPLE_7	SAMPLE_8	SAMPLE_9
Acidovorax facilis	12917	Acidovorax facilis	Acidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.001023918	0	0	0	0	0	0	0	0.001023918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter sp. TR11	3003393	Acinetobacter sp. TR11	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000933252	0	0	0	0	0	0	0	0	0.000388743	0	0	0	0	0	0	0	0	0.000385158	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159351	0	0	0
Actinomarinicola tropica	2789776	Actinomarinicola tropica	Actinomarinicola	Iamiaceae	Acidimicrobiales	Acidimicrobiia	Actinomycetota	Bacillati	Bacteria	NA	0.001459616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001301499	0	0
Aeromonas allosaccharophila	656	Aeromonas allosaccharophila	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	0.000691704	0	0	2.23E-05	0	0	0	0	0	6.97E-05	0	0	0	0	0	0	0	0	4.45E-05	0	0	0	0	0	0	0	0.000272946	0.000282252	0	0	0	0	0	0	0	0
Aeromonas caviae	648	Aeromonas caviae	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	4.15837E-05	0	0	0	0	0	0	0	0	4.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas encheleia	73010	Aeromonas encheleia	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	0.000585008	0	0	4.71E-05	0	0	2.29E-05	0	0	3.84E-05	0	0	0	0	0	0	0	0	0.000142444	0	0	0	0	0.000205488	0	0	0	0	0	0	0	8.91E-05	0	0	0	3.96E-05
Aeromonas hydrophila	644	Aeromonas hydrophila	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	0.001547551	0	0	0.000893309	0	0	0.000126407	0	0	0.000105573	0	0	0	0	0	0	0	0	7.83E-05	0	0	0	0	0.0002532	0	0	0	0	0	0	0	9.08E-05	0	0	0	0
Aeromonas media	651	Aeromonas media	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	9.53404E-05	0	0	2.73E-05	6.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas popoffii	70856	Aeromonas popoffii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000193524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193524	0	0	0	0	0	0	0
Aeromonas rivipollensis	948519	Aeromonas rivipollensis	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	9.93032E-05	0	0	3.42E-05	0	0	6.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas rivuli	648794	Aeromonas rivuli	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000211578	0	0	0.00018747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41E-05	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas salmonicida	197700	Aeromonas salmonicida subsp. masoucida	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	0.137846058	0.000522289	0	0.006915506	7.72E-05	0	0.00046067	7.49E-05	0	0.000538664	0	7.23E-05	0.00013173	0	0	0	0	0	0.000118708	0	0	0	0	0.007790993	0	0	0.002662277	0	0	0	6.34E-05	0.117572294	0.000720902	0	0	0.000124278
Aeromonas sp. 19NY04SH05-1	2920537	Aeromonas sp. 19NY04SH05-1	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	5.85124E-05	0	0	0	0	0	0	0	0	5.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas sp. 2692-1	2560029	Aeromonas sp. 2692-1	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.00011861	0	0	0.00011861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas sp. ASNIH4	1636609	Aeromonas sp. ASNIH4	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	3.12131E-05	0	0	0	0	0	3.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas sp. CA23	2033032	Aeromonas sp. CA23	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.010399275	0	5.62E-05	0.000641755	0.000112309	4.19E-05	0.000115901	0	0	0.000116906	0	5.96E-05	0.000138746	4.18E-05	0	0	0	0.00030054	0.000171376	0	0	2.48E-05	0	0.000146125	2.94E-05	0	0.000190267	0	0	0	6.72E-05	0.008092911	0	0	0	5.15E-05
Aeromonas sp. CU5	2033033	Aeromonas sp. CU5	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	1.845791661	0.000382846	0	0.345485863	0.004170928	0	0.035018623	0.109970091	0.000404178	0.147916096	0	0.029078685	0.021363155	0.019769425	0	0	0	0.033987858	0.083810235	0	0	0	0.029424576	0.141232458	0	0	0.438224651	0.00567616	0.004595729	0.051296284	0.001364786	0.056584143	0.158112745	0.004048084	0	0.123874063
Aeromonas sp. FDAARGOS 1404	2778053	Aeromonas sp. FDAARGOS 1404	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	4.62505E-05	0	0	2.54E-05	0	0	2.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromonas sp. FDAARGOS 1417	2778066	Aeromonas sp. FDAARGOS 1417	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.110234857	0	0	0.009770697	0.000566773	0	0.000936689	0.002142202	0	0.012707915	0	0.001525948	0.002652393	0.000122804	0	0	0	0.009368017	0.006129508	0	0	0.00044347	0.003666216	0.039419433	0	0	0.001104588	0.000645945	0.000776457	0.001847696	0.000508951	0.01063219	0	0.000837253	0	0.004429713
Aeromonas veronii	654	Aeromonas veronii	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	0.474708366	0	0	0.019346076	0.002044238	0	0.000627622	0.000215601	0	0.108301345	0	0.004642842	0.001592181	0.010132267	0	0	0	0.004177696	0.017637029	0	0	0.001442079	0.007113497	0.038632447	0.000194681	0	0.230143339	0.002318357	0.003008415	0	0.001098418	0.009940377	0.00538964	0.000724573	0	0.005985647
Aestuariivirga sp.	2650926	Aestuariivirga sp.	Aestuariivirga	Aestuariivirgaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.002756921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002756921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcaligenes ammonioxydans	2582914	Alcaligenes ammonioxydans	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.004169447	0	0	0	0	0.000198527	0	0	0.000241352	0	0	0	0	0	0	0.000146048	0	0.003369638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213882	0	0
Alcaligenes faecalis	511	Alcaligenes faecalis	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.001289551	0.000644632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.77E-05	0	0	0	0	0.000547184	0	0
Alcaligenes sp. HNGD-HTN06	3416924	Alcaligenes sp. HNGD-HTN06	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.004596187	0	0	0	0	0.000130263	0	0	0.000266168	4.59E-05	0	0	0	0	0	0.000287197	0	0.003866707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcaligenes sp. SJTW-7	3078429	Alcaligenes sp. SJTW-7	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.006211966	0	0	0	0	0.000217877	0	0	0.00027571	5.82E-05	0	0	0	0	0	0.000130349	0	0.005529809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcaligenes sp. WGS1538	3366811	Alcaligenes sp. WGS1538	Alcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.066007408	0	0	0	0.000351797	0.000780809	0	0	0.002426832	0	0	0	3.63E-05	0.000733313	0	0.000722878	0	0.005346629	0.00034322	0	0	0.000116003	0.000616433	0	0	0	0	0	0.00617011	0.029594182	0	0	0	0.018476646	0.000292238	0
Altericista sp. CCNU0014	3082949	Altericista sp. CCNU0014	Altericista	NA	Synechococcales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	NA	0.001232506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001232506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amaricoccus sp. B4	3368557	Amaricoccus sp. B4	Amaricoccus	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	8.51379E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anabaena sp. 90	46234	Anabaena sp. 90	Anabaena	Nostocaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	NA	9.6065E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeromyxobacter dehalogenans	455488	Anaeromyxobacter dehalogenans 2CP-1	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Myxococcia	Myxococcota	Pseudomonadati	Bacteria	NA	6.8923E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaeromyxobacter sp. Fw109-5	404589	Anaeromyxobacter sp. Fw109-5	Anaeromyxobacter	Anaeromyxobacteraceae	Myxococcales	Myxococcia	Myxococcota	Pseudomonadati	Bacteria	NA	0.000911953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000911953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerotruncus colihominis	169435	Anaerotruncus colihominis	Anaerotruncus	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	7.19285E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.71E-05	0	0	0	0	0	0	0	0	0	0
Anatilimnocola aggregata	2528021	Anatilimnocola aggregata	Anatilimnocola	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	Pseudomonadati	Bacteria	NA	0.000164306	0	0	0	0	0	0	0	0	0	0	0	0	7.92E-05	0	0	0	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquella oligotrophica	2067065	Aquella oligotrophica	Aquella	Neisseriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000325698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000325698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquirufa lenticrescens	2696560	Aquirufa lenticrescens	Aquirufa	Flectobacillaceae	Cytophagales	Cytophagia	Bacteroidota	Pseudomonadati	Bacteria	NA	0.000202101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69E-05	0	0.000145179	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquirufa nivalisilvae	2516557	Aquirufa nivalisilvae	Aquirufa	Flectobacillaceae	Cytophagales	Cytophagia	Bacteroidota	Pseudomonadati	Bacteria	NA	0.002770083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002770083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquitalea aquatilis	1537400	Aquitalea aquatilis	Aquitalea	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000131746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131746	0
Aquitalea denitrificans	519081	Aquitalea denitrificans	Aquitalea	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.001172379	0.00060714	0	0	0	0	0	0.000172281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000392958	0
Aquitalea sp. USM4	1590041	Aquitalea sp. USM4	Aquitalea	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	4.23309E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23E-05	0
Arcobacter venerupis	1054033	Arcobacter venerupis	Arcobacter	Arcobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota	Pseudomonadati	Bacteria	NA	0.001168951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001168951	0	0	0	0	0	0	0	0
Arcticibacter sp. MXS-1	3341726	Arcticibacter sp. MXS-1	Arcticibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidota	Pseudomonadati	Bacteria	NA	3.36071E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureimonas sp. SA4125	2826993	Aureimonas sp. SA4125	Aureimonas	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	4.45972E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureispira anguillae	2864201	Aureispira anguillae	Aureispira	Saprospiraceae	Saprospirales	Saprospiria	Bacteroidota	Pseudomonadati	Bacteria	NA	0.005983765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005983765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus anthracis	1392	Bacillus anthracis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.000242121	0	0	0	0	0	8.46E-05	0.000157554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus cereus	1396	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	pathogen	0.00326445	0	0	0	0	0	0.00036267	0.00208762	0	0	0	0	0	0	0	0	0	0	0	8.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000727089	0	0	0
Bacillus cytotoxicus	580165	Bacillus cytotoxicus	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	6.11456E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11E-05
Bacillus haimaensis	3160967	Bacillus haimaensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.000118494	0	0	0	0	0	3.78E-05	8.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus paranthracis	2026186	Bacillus paranthracis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.000196775	0	0	0	0	0	4.74E-05	0.000149337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus pseudomycoides	64104	Bacillus pseudomycoides	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.001150321	0	0	0	0	0	7.90E-05	0.001071359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. DTU_2020_1000418_1_SI_GHA_SEK_038	3077585	Bacillus sp. DTU_2020_1000418_1_SI_GHA_SEK_038	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.000375475	0	0	0	0	0	0	0.000375475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. DX3.1	3052091	Bacillus sp. DX3.1	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.000372145	0	0	0	0	0	0	0.000372145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. SYJ	2529386	Bacillus sp. SYJ	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.001721164	0	0	0	0	0	3.91E-05	0.001682069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. T3	467262	Bacillus sp. T3	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	7.08672E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.09E-05
Bacillus thuringiensis	1428	Bacillus thuringiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	pathogen	0.000481521	0	0	0	0	0	0.000180494	0.000301027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus weihaiensis	1547283	Bacillus weihaiensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	2.76018E-05	0	0	0	0	0	2.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus wiedmannii	1890302	Bacillus wiedmannii	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.000157504	0	0	0	0	0	0	0.000157504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baekduia soli	496014	Baekduia soli	Baekduia	Baekduiaceae	Solirubrobacterales	Thermoleophilia	Actinomycetota	Bacillati	Bacteria	NA	7.59075E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bdellovibrio sp. NC01	2220073	Bdellovibrio sp. NC01	Bdellovibrio	Pseudobdellovibrionaceae	Bdellovibrionales	Bdellovibrionia	Bdellovibrionota	Pseudomonadati	Bacteria	NA	0.000196124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196124	0	0	0
Bilophila wadsworthia	35833	Bilophila wadsworthia	Bilophila	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.000378968	0	0	0	6.90E-05	6.07E-05	0.000182602	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea sp. ANAM02	2020412	Bosea sp. ANAM02	Bosea	Boseaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000215767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000215767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia sp. FERM BP-3421	1494466	Burkholderia sp. FERM BP-3421	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000207609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.58E-05	0	0	0	0	0.000131792	0	0
Caloramator sp. E03	2576307	Caloramator sp. E03	Caloramator	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.000145953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter ureolyticus	1032069	Campylobacter ureolyticus RIGS 9880	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota	Pseudomonadati	Bacteria	NA	0.000126078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126078	0	0	0	0	0	0	0	0	0
Candidatus Babela massiliensis	673862	Candidatus Babela massiliensis	Candidatus Babela	Candidatus Babeliaceae	Candidatus Babeliales	Candidatus Babeliae	NA	NA	Bacteria	NA	0.000194606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Desulfovibrio trichonymphae	1725232	Candidatus Desulfovibrio trichonymphae	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.000394025	0	0	2.87E-05	0.000283934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Ferrigenium straubiae	2919506	Candidatus Ferrigenium straubiae	Ferrigenium	Gallionellaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	7.40568E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.41E-05	0	0	0
Candidatus Fonsibacter ubiquis	1925548	Candidatus Fonsibacter ubiquis	Candidatus Fonsibacter	NA	Candidatus Pelagibacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.001875609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000791452	0.000673108	0.000222986	0	0	0	0	0	2.26E-05	0	0	0	0	0	0	0	7.35E-05	0	0	9.19E-05
Candidatus Megaera polyxenophila	988779	Candidatus Megaera polyxenophila	Candidatus Megaera	Rickettsiaceae	Rickettsiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000103699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103699	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Mesenet endosymbiont of Phosphuga atrata	3066221	Candidatus Mesenet endosymbiont of Phosphuga atrata	Candidatus Mesenet	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000137846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Methylopumilus planktonicus	1581557	Candidatus Methylopumilus planktonicus	Candidatus Methylopumilus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.001407746	0	0	0	0	4.00E-05	0	0	0	0	0	0	0	0	0.000371367	0	0	0.00092281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.35E-05	0	0	0
Candidatus Methylopumilus universalis	2588536	Candidatus Methylopumilus universalis	Candidatus Methylopumilus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.001181656	0	0	0	0	4.00E-05	0	0	0	0	0	0	0	0	0.000145277	0	0	0.00092281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.35E-05	0	0	0
Candidatus Midichloria mitochondrii	696127	Candidatus Midichloria mitochondrii IricVA	Candidatus Midichloria	Candidatus Midichloriaceae	Rickettsiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.00352148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00087265	0	0	0.002453588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195242
Candidatus Nanopelagicus limnae	1884634	Candidatus Nanopelagicus limnae	Candidatus Nanopelagicus	Candidatus Nanopelagicaceae	Candidatus Nanopelagicales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	0.000607969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000607969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Planktophila dulcis	1884914	Candidatus Planktophila dulcis	Candidatus Planktophila	Candidatus Nanopelagicaceae	Candidatus Nanopelagicales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	0.000179606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179606	0	0	0
